episode,reward,steps,epsilon,avg_loss,served,arrivals,avg_wait,deadline_miss_rate,utilization,infeasible_actions
387,-2757.1,200,0.5925555555555556,2.7535678350925448,60,91,61.61538461538461,0.9166666666666666,0.6566666666666666,131
388,-2875.9500000000003,200,0.5915,2.8187753343582154,53,83,68.89156626506023,0.8867924528301887,0.61,133
389,-2773.8000000000015,200,0.5904444444444444,2.7056465524435045,55,86,66.29069767441861,0.9454545454545454,0.595,135
390,-2935.6250000000027,200,0.589388888888889,2.6126896387338636,52,85,66.69411764705882,0.8846153846153846,0.6733333333333333,133
391,-2660.400000000003,200,0.5883333333333334,2.7431039291620256,51,81,69.44444444444444,0.8627450980392157,0.5566666666666666,142
392,-2656.349999999998,200,0.5872777777777778,2.730494126677513,55,86,65.72093023255815,0.8545454545454545,0.5933333333333334,138
393,-2800.449999999997,200,0.5862222222222222,2.7425938421487808,46,79,73.22784810126582,0.9130434782608695,0.485,126
394,-2640.1000000000013,200,0.5851666666666667,2.7429369527101515,48,79,70.83544303797468,0.8541666666666666,0.5516666666666666,144
395,-2813.2249999999995,200,0.5841111111111111,2.7376208102703092,54,84,68.60714285714286,0.9074074074074074,0.61,127
396,-2832.950000000004,200,0.5830555555555557,2.748184031844139,50,82,70.1219512195122,0.84,0.5016666666666667,140
397,-2789.950000000004,200,0.5820000000000001,2.618470950126648,46,76,76.14473684210526,0.9130434782608695,0.5383333333333333,140
398,-2797.724999999998,200,0.5809444444444445,2.8248747777938843,52,83,68.71084337349397,0.9038461538461539,0.565,141
399,-2535.125000000002,200,0.5798888888888889,2.5858937919139864,59,90,62.34444444444444,0.9152542372881356,0.6066666666666667,135
400,-2876.575000000004,200,0.5788333333333333,2.744380441904068,52,82,69.5,0.9038461538461539,0.6333333333333333,140
401,-2723.0249999999974,200,0.5777777777777778,3.12046049952507,52,82,69.28048780487805,0.8461538461538461,0.5633333333333334,139
402,-2758.9750000000004,200,0.5767222222222222,2.8446988266706468,52,83,67.49397590361446,0.9038461538461539,0.5666666666666667,138
403,-2648.7749999999987,200,0.5756666666666668,2.9486740189790726,60,91,63.78021978021978,0.9333333333333333,0.6583333333333333,132
404,-2806.4750000000004,200,0.5746111111111112,2.878857348561287,52,84,67.94047619047619,0.8269230769230769,0.5566666666666666,138
405,-2730.9749999999985,200,0.5735555555555556,2.707619932293892,47,78,71.14102564102564,0.8297872340425532,0.5716666666666667,149
406,-2628.6249999999995,200,0.5725,2.787559844851494,60,92,61.26086956521739,0.8666666666666667,0.6833333333333333,130
407,-2636.050000000004,200,0.5714444444444444,2.8875139605998994,51,84,65.92857142857143,0.8627450980392157,0.635,139
408,-2718.299999999999,200,0.5703888888888888,2.9976140320301057,55,87,65.95402298850574,0.9090909090909091,0.5983333333333334,134
409,-2560.9249999999993,200,0.5693333333333334,2.7759658128023146,63,93,61.87096774193548,0.9047619047619048,0.6566666666666666,129
410,-2681.099999999997,200,0.5682777777777779,2.8460226130485533,54,86,67.06976744186046,0.8888888888888888,0.6016666666666667,132
411,-2756.9250000000015,200,0.5672222222222223,2.7521467089653013,54,87,65.01149425287356,0.8703703703703703,0.5916666666666667,130
412,-2749.225000000003,200,0.5661666666666667,2.607734153866768,48,79,71.89873417721519,0.9166666666666666,0.5016666666666667,136
413,-2763.3750000000005,200,0.5651111111111111,2.7915928322076797,51,81,71.48148148148148,0.8823529411764706,0.49333333333333335,142
414,-2759.650000000002,200,0.5640555555555555,2.815906921625137,51,81,70.98765432098766,0.8823529411764706,0.5966666666666667,130
415,-2597.2500000000027,200,0.563,2.8021397536993025,58,90,63.922222222222224,0.8793103448275862,0.6466666666666666,129
416,-2734.3000000000006,200,0.5619444444444444,2.657054201960564,53,85,66.90588235294118,0.9056603773584906,0.6333333333333333,134
417,-3021.9999999999995,200,0.560888888888889,2.975853205323219,49,79,71.78481012658227,0.8979591836734694,0.6166666666666667,145
418,-2594.0999999999954,200,0.5598333333333334,2.8393201822042466,55,86,65.37209302325581,0.8909090909090909,0.6133333333333333,133
419,-2838.699999999999,200,0.5587777777777778,2.66353727042675,54,84,67.91666666666667,0.8703703703703703,0.5983333333333334,136
420,-2813.2999999999997,200,0.5577222222222222,2.7702313607931135,54,86,67.0,0.9074074074074074,0.5816666666666667,136
421,-2602.5499999999993,200,0.5566666666666666,2.660909016728401,53,86,66.70930232558139,0.9245283018867925,0.575,133
422,-2933.5500000000025,200,0.5556111111111111,2.7714407193660735,52,83,68.6144578313253,0.8653846153846154,0.6116666666666667,140
423,-2406.899999999998,200,0.5545555555555556,2.6081545394659043,67,98,58.30612244897959,0.9104477611940298,0.71,126
424,-2846.449999999998,200,0.5535000000000001,2.746138178110123,53,85,67.52941176470588,0.8867924528301887,0.5716666666666667,136
425,-2595.2750000000005,200,0.5524444444444445,2.551891750693321,56,87,65.22988505747126,0.8928571428571429,0.675,136
426,-2864.650000000001,200,0.5513888888888889,3.4236384618282316,55,87,67.17241379310344,0.9090909090909091,0.6466666666666666,134
427,-2630.4500000000003,200,0.5503333333333333,3.0663373017311097,55,85,66.6,0.9090909090909091,0.6416666666666667,136
428,-2614.174999999997,200,0.5492777777777778,2.718787834048271,56,88,65.35227272727273,0.875,0.6166666666666667,129
429,-2720.775000000003,200,0.5482222222222222,2.899281895160675,52,83,68.40963855421687,0.9230769230769231,0.6633333333333333,134
430,-2742.8000000000006,200,0.5471666666666667,2.931524572968483,53,84,67.20238095238095,0.8867924528301887,0.61,131
431,-3030.974999999995,200,0.5461111111111111,3.111261295080185,47,78,72.8076923076923,0.8936170212765957,0.535,139
432,-2769.7000000000035,200,0.5450555555555556,2.935509933233261,59,91,63.43956043956044,0.8813559322033898,0.7066666666666667,127
433,-2661.349999999998,200,0.544,3.170945165157318,62,92,62.80434782608695,0.9032258064516129,0.7016666666666667,133
434,-2621.7249999999963,200,0.5429444444444445,2.801954514980316,57,89,63.449438202247194,0.8771929824561403,0.645,130
435,-2705.9500000000016,200,0.5418888888888889,2.861050442457199,53,83,68.86746987951807,0.9245283018867925,0.62,127
436,-2689.8500000000017,200,0.5408333333333333,2.955902019739151,54,85,66.4,0.9259259259259259,0.6616666666666666,135
437,-2881.9500000000025,200,0.5397777777777778,2.8521209371089937,53,85,66.98823529411764,0.8679245283018868,0.605,129
438,-2852.0249999999974,200,0.5387222222222222,2.7364722180366514,51,81,70.35802469135803,0.9019607843137255,0.6666666666666666,140
439,-2503.524999999999,200,0.5376666666666667,2.9366218668222426,59,89,61.95505617977528,0.864406779661017,0.695,118
440,-2692.199999999999,200,0.5366111111111111,2.87895085811615,47,80,71.5625,0.8936170212765957,0.5616666666666666,137
441,-3042.2749999999965,200,0.5355555555555556,3.058227766752243,41,74,77.58108108108108,0.9024390243902439,0.4866666666666667,148
442,-2590.1749999999993,200,0.5345,2.944572793841362,59,90,63.08888888888889,0.864406779661017,0.6316666666666667,133
443,-2793.95,200,0.5334444444444444,2.843787157535553,52,83,69.3012048192771,0.8461538461538461,0.5683333333333334,139
444,-2782.4499999999966,200,0.5323888888888889,2.8099858117103578,53,85,67.68235294117648,0.8301886792452831,0.6466666666666666,135
445,-2676.100000000005,200,0.5313333333333333,2.882041899561882,57,88,64.57954545454545,0.9298245614035088,0.605,139
446,-2919.7999999999997,200,0.5302777777777778,2.8329301768541337,51,82,68.7560975609756,0.9215686274509803,0.6233333333333333,140
447,-2528.525000000002,200,0.5292222222222223,2.8406412357091906,56,88,62.77272727272727,0.875,0.6333333333333333,134
448,-2964.3250000000016,200,0.5281666666666667,2.7130114930868148,47,79,73.16455696202532,0.8723404255319149,0.5733333333333334,136
449,-2709.1749999999993,200,0.5271111111111111,2.856132000684738,55,86,65.83720930232558,0.8909090909090909,0.6266666666666667,136
450,-2867.2499999999977,200,0.5260555555555556,2.8326012217998504,50,81,69.08641975308642,0.9,0.5366666666666666,140
451,-2620.374999999999,200,0.525,3.363852806687355,56,88,62.40909090909091,0.8928571428571429,0.6633333333333333,123
452,-2871.999999999998,200,0.5239444444444445,2.898799131512642,41,73,79.27397260273973,0.9024390243902439,0.51,144
453,-2610.4000000000005,200,0.522888888888889,3.0671132683753966,55,87,65.14942528735632,0.8909090909090909,0.655,132
454,-2579.974999999999,200,0.5218333333333334,3.0649526619911196,53,83,67.97590361445783,0.9056603773584906,0.6216666666666667,143
455,-2697.25,200,0.5207777777777778,2.8968454736471174,54,86,67.22093023255815,0.8888888888888888,0.605,135
456,-2815.974999999999,200,0.5197222222222222,3.2656814950704574,54,84,67.3452380952381,0.8888888888888888,0.6183333333333333,140
457,-2787.8250000000035,200,0.5186666666666666,2.9529701614379884,50,80,71.5,0.84,0.56,141
458,-2583.9500000000007,200,0.5176111111111111,3.0589389234781263,51,81,71.38271604938272,0.9411764705882353,0.5333333333333333,139
459,-2504.500000000001,200,0.5165555555555557,3.0113226801156996,55,85,67.58823529411765,0.8363636363636363,0.615,141
460,-2888.874999999999,200,0.5155000000000001,2.88281661093235,54,84,67.96428571428571,0.8888888888888888,0.6,142
461,-2680.425000000001,200,0.5144444444444445,3.062549405694008,55,85,66.4,0.8727272727272727,0.6483333333333333,132
462,-2698.600000000003,200,0.5133888888888889,2.9057837575674057,51,83,67.65060240963855,0.8823529411764706,0.585,137
463,-2568.725,200,0.5123333333333333,2.9279280817508697,58,89,65.14606741573034,0.8793103448275862,0.645,136
464,-2803.175,200,0.5112777777777777,2.893407554626465,48,79,72.32911392405063,0.9375,0.5233333333333333,136
465,-2565.100000000005,200,0.5102222222222222,2.9586354154348373,42,74,76.77027027027027,0.9047619047619048,0.5033333333333333,146
466,-2945.900000000001,200,0.5091666666666667,2.7711910396814345,49,80,72.0125,0.9183673469387755,0.5983333333333334,142
467,-2665.749999999999,200,0.5081111111111112,2.908598030209541,60,91,61.56043956043956,0.8666666666666667,0.615,131
468,-2522.5999999999985,200,0.5070555555555556,2.962137226462364,61,92,61.65217391304348,0.9016393442622951,0.7083333333333334,131
469,-2828.9999999999995,200,0.506,2.807514482140541,54,86,64.95348837209302,0.9259259259259259,0.635,137
470,-2619.4749999999995,200,0.5049444444444444,2.8961355865001677,57,87,64.37931034482759,0.8947368421052632,0.63,134
471,-2636.2250000000004,200,0.5038888888888888,2.933083034157753,57,87,65.52873563218391,0.9122807017543859,0.655,134
472,-2855.1250000000023,200,0.5028333333333334,2.7537640088796618,49,80,69.8875,0.8571428571428571,0.5566666666666666,140
473,-2715.299999999997,200,0.5017777777777778,3.049807924628258,58,88,65.125,0.896551724137931,0.665,130
474,-2928.824999999997,200,0.5007222222222223,2.90235475063324,52,83,68.95180722891567,0.9615384615384616,0.6283333333333333,139
475,-2461.6000000000013,200,0.4996666666666667,2.924391745328903,58,90,62.6,0.896551724137931,0.6433333333333333,127
476,-2575.749999999998,200,0.4986111111111111,3.4936671870946885,56,87,64.32183908045977,0.875,0.6233333333333333,136
477,-2683.7250000000004,200,0.49755555555555564,3.0577474385499954,58,89,63.438202247191015,0.9137931034482759,0.615,132
478,-2856.524999999997,200,0.49650000000000005,3.0539544934034346,51,84,68.01190476190476,0.9019607843137255,0.6466666666666666,136
479,-2582.8999999999983,200,0.49544444444444447,2.973732235431671,54,85,66.72941176470589,0.9074074074074074,0.5866666666666667,130
480,-2692.8499999999985,200,0.4943888888888889,2.9903742974996566,54,86,67.02325581395348,0.8888888888888888,0.5866666666666667,141
481,-2541.4500000000016,200,0.4933333333333334,3.040344319939613,45,77,71.41558441558442,0.9111111111111111,0.5583333333333333,140
482,-2706.25,200,0.4922777777777777,3.1153151309490204,56,87,65.04597701149426,0.875,0.67,136
483,-2820.9000000000005,200,0.4912222222222222,3.025620459318161,48,79,71.36708860759494,0.8541666666666666,0.5583333333333333,136
484,-2928.1749999999975,200,0.49016666666666675,2.956421263217926,50,81,70.64197530864197,0.92,0.5833333333333334,140
485,-2778.0,200,0.48911111111111116,3.135780720710754,53,83,69.20481927710843,0.9245283018867925,0.6,134
486,-2853.874999999997,200,0.4880555555555556,3.0459297209978105,51,83,68.855421686747,0.9411764705882353,0.61,137
487,-2559.2499999999995,200,0.487,3.111362676024437,52,83,66.6867469879518,0.8461538461538461,0.58,133
488,-2474.849999999999,200,0.4859444444444445,3.094639216661453,57,88,64.80681818181819,0.8596491228070176,0.6566666666666666,131
489,-2825.8000000000025,200,0.4848888888888888,2.9670640897750853,51,82,70.97560975609755,0.9019607843137255,0.6016666666666667,140
490,-2543.7500000000005,200,0.48383333333333334,2.8739646065235136,60,92,61.42391304347826,0.8666666666666667,0.58,128
491,-2373.9000000000015,200,0.48277777777777786,3.0492852836847306,59,91,60.582417582417584,0.8813559322033898,0.6233333333333333,126
492,-2943.9250000000015,200,0.4817222222222223,3.077825409770012,41,72,80.43055555555556,0.9512195121951219,0.47,140
493,-2630.800000000001,200,0.4806666666666667,2.908542937040329,57,88,64.25,0.8771929824561403,0.655,129
494,-2728.725000000002,200,0.4796111111111111,2.84779706299305,53,85,67.24705882352941,0.9056603773584906,0.5566666666666666,131
495,-2829.099999999996,200,0.4785555555555556,3.1269295305013656,51,83,68.57831325301204,0.9411764705882353,0.5866666666666667,140
496,-2775.8500000000017,200,0.47750000000000004,2.9038668602705,54,84,69.21428571428571,0.9629629629629629,0.6233333333333333,135
497,-2705.4500000000025,200,0.47644444444444445,2.9932893604040145,61,92,62.45652173913044,0.9016393442622951,0.6816666666666666,133
498,-2904.199999999998,200,0.47538888888888897,3.0280675691366197,52,84,68.95238095238095,0.8846153846153846,0.5816666666666667,125
499,-2576.474999999998,200,0.4743333333333334,3.0660109770298005,53,83,67.19277108433735,0.9056603773584906,0.6033333333333334,125
500,-2464.225000000001,200,0.4732777777777778,2.8934943675994873,59,90,63.37777777777778,0.8983050847457628,0.6716666666666666,135
501,-2768.3499999999995,200,0.4722222222222222,3.6073127579689026,55,86,66.67441860465117,0.9272727272727272,0.6083333333333333,136
502,-2748.7999999999997,200,0.47116666666666673,3.1746517485380172,56,86,65.95348837209302,0.875,0.6516666666666666,137
503,-2773.1250000000005,200,0.47011111111111115,3.196265456676483,61,92,62.46739130434783,0.9344262295081968,0.655,128
504,-2590.6749999999993,200,0.46905555555555556,2.9213286876678466,55,86,64.69767441860465,0.8363636363636363,0.62,128
505,-2757.975000000001,200,0.46799999999999997,3.053910942077637,59,91,62.472527472527474,0.9152542372881356,0.645,122
506,-2807.174999999998,200,0.4669444444444445,3.0886594146490096,54,86,67.0813953488372,0.8703703703703703,0.6166666666666667,135
507,-2604.0249999999974,200,0.4658888888888889,3.1457834696769713,51,82,68.89024390243902,0.9019607843137255,0.6316666666666667,133
508,-2765.7499999999986,200,0.4648333333333333,3.1297750943899154,47,78,73.93589743589743,0.8936170212765957,0.5416666666666666,136
509,-2663.4249999999993,200,0.46377777777777784,3.0455654257535936,52,82,70.04878048780488,0.9038461538461539,0.5916666666666667,132
510,-2558.9750000000004,200,0.46272222222222226,3.189810580611229,57,89,64.02247191011236,0.9122807017543859,0.665,138
511,-2802.4249999999975,200,0.46166666666666667,3.1561699855327605,47,78,72.8076923076923,0.8723404255319149,0.5416666666666666,134
512,-3063.699999999997,200,0.4606111111111111,3.124534250497818,49,81,71.93827160493827,0.9387755102040817,0.5533333333333333,144
513,-2733.7750000000015,200,0.4595555555555556,2.927612354159355,54,84,68.53571428571429,0.9074074074074074,0.5716666666666667,130
514,-2720.0000000000014,200,0.4585,3.0486569195985793,50,81,71.33333333333333,0.92,0.58,137
515,-2570.475000000002,200,0.45744444444444443,3.210322158932686,63,94,60.702127659574465,0.9365079365079365,0.6783333333333333,123
516,-2738.2750000000015,200,0.45638888888888896,3.0584929251670836,54,85,66.78823529411764,0.8888888888888888,0.59,133
517,-2660.5250000000005,200,0.45533333333333337,3.18009957075119,57,88,64.51136363636364,0.8771929824561403,0.6416666666666667,133
518,-2752.9249999999993,200,0.4542777777777778,3.1845917826890946,53,85,66.5764705882353,0.9056603773584906,0.64,117
519,-3035.249999999998,200,0.4532222222222222,3.0234056270122527,52,84,68.01190476190476,0.9423076923076923,0.5516666666666666,132
520,-2910.2250000000026,200,0.4521666666666667,3.0607527351379393,50,81,71.76543209876543,0.94,0.5216666666666666,130
521,-2650.9999999999995,200,0.45111111111111124,3.1533282577991484,58,90,63.422222222222224,0.896551724137931,0.67,131
522,-2606.225,200,0.45005555555555554,3.1896183866262438,53,84,68.73809523809524,0.8867924528301887,0.5866666666666667,137
523,-2653.8500000000004,200,0.44900000000000007,2.9593505907058715,53,85,66.34117647058824,0.8301886792452831,0.635,130
524,-2857.6499999999996,200,0.4479444444444445,2.8441348594427107,53,85,68.03529411764706,0.8490566037735849,0.615,128
525,-2524.4249999999997,200,0.4468888888888889,3.0129194396734236,52,82,69.02439024390245,0.8076923076923077,0.5166666666666667,140
526,-2783.375000000002,200,0.4458333333333333,3.5925282609462736,44,76,75.86842105263158,0.8863636363636364,0.5016666666666667,141
527,-2768.674999999998,200,0.4447777777777778,3.5774005532264708,57,88,65.42045454545455,0.8947368421052632,0.6433333333333333,130
528,-2618.6000000000017,200,0.44372222222222224,3.465050148963928,49,80,71.4125,0.8979591836734694,0.5566666666666666,134
529,-2601.0249999999996,200,0.44266666666666665,3.301756302714348,53,84,67.25,0.8679245283018868,0.5816666666666667,135
530,-2781.4000000000033,200,0.4416111111111112,3.3627879333496096,48,80,71.825,0.875,0.5366666666666666,143
531,-2556.3,200,0.4405555555555556,3.1028727614879608,57,89,63.17977528089887,0.8596491228070176,0.6416666666666667,128
532,-3161.5499999999997,200,0.4395,3.174974710941315,41,73,80.24657534246575,0.9512195121951219,0.515,151
533,-2719.874999999999,200,0.4384444444444444,3.383599905371666,49,81,70.55555555555556,0.8775510204081632,0.5933333333333334,140
534,-2634.1249999999986,200,0.43738888888888894,3.3194975554943085,51,83,67.3855421686747,0.8823529411764706,0.6,126
535,-2660.349999999996,200,0.43633333333333335,3.3881435936689375,59,91,62.32967032967033,0.8983050847457628,0.645,129
536,-2805.3499999999963,200,0.43527777777777776,3.0623163139820098,55,87,66.11494252873563,0.9636363636363636,0.6233333333333333,135
537,-2408.5500000000006,200,0.4342222222222223,3.303244333863258,55,87,64.58620689655173,0.8545454545454545,0.6616666666666666,130
538,-2720.5500000000006,200,0.4331666666666667,3.1778604227304457,54,84,68.26190476190476,0.8888888888888888,0.5833333333333334,130
539,-2786.5499999999984,200,0.4321111111111112,3.125785096287727,51,82,69.67073170731707,0.8823529411764706,0.6083333333333333,141
540,-2786.625000000002,200,0.4310555555555555,3.1706070774793624,44,77,73.83116883116882,0.9318181818181818,0.49666666666666665,147
541,-2725.775000000001,200,0.43000000000000005,3.1881590384244918,47,77,73.54545454545455,0.8723404255319149,0.5633333333333334,143
542,-2501.0249999999996,200,0.42894444444444446,3.276582519412041,59,91,62.45054945054945,0.847457627118644,0.6766666666666666,124
543,-2779.025000000001,200,0.4278888888888889,3.358512719273567,53,83,69.67469879518072,0.8679245283018868,0.5933333333333334,139
544,-2661.2999999999997,200,0.4268333333333333,3.42792154610157,57,88,64.39772727272727,0.9122807017543859,0.63,134
545,-2711.8,200,0.4257777777777778,3.2940123051404955,54,86,66.8953488372093,0.9259259259259259,0.655,130
546,-2704.0000000000045,200,0.42472222222222233,3.1753017359972002,49,80,70.5625,0.9183673469387755,0.5566666666666666,144
547,-2894.225000000001,200,0.42366666666666664,3.1952031779289247,50,80,72.1625,0.9,0.5983333333333334,133
548,-2841.525000000001,200,0.42261111111111116,3.040777783989906,52,83,69.6987951807229,0.9423076923076923,0.6166666666666667,131
549,-2755.5500000000034,200,0.42155555555555557,3.2114900660514833,47,79,71.74683544303798,0.9148936170212766,0.58,148
550,-2978.0749999999985,200,0.4205,3.267390827536583,49,80,71.7375,0.8775510204081632,0.5283333333333333,140
551,-2721.575,200,0.4194444444444444,3.83702388048172,59,89,64.88764044943821,0.8813559322033898,0.6833333333333333,129
552,-2626.0249999999983,200,0.4183888888888889,3.4820195960998537,60,91,62.472527472527474,0.9,0.665,124
553,-2732.2250000000004,200,0.41733333333333344,3.3994250118732454,47,78,74.23076923076923,0.851063829787234,0.58,146
554,-2747.150000000004,200,0.41627777777777775,3.2648373448848726,50,80,72.0625,0.88,0.5683333333333334,136
555,-2824.849999999995,200,0.41522222222222227,3.345981523990631,58,88,66.0340909090909,0.9137931034482759,0.65,134
556,-2595.0500000000006,200,0.4141666666666667,3.339425522685051,54,85,65.37647058823529,0.8333333333333334,0.6483333333333333,135
557,-2903.8000000000006,200,0.4131111111111112,3.349699147939682,47,79,71.9746835443038,0.9574468085106383,0.575,138
558,-2780.9749999999995,200,0.4120555555555555,3.3310985100269317,50,82,68.40243902439025,0.9,0.545,132
559,-2710.4749999999967,200,0.41100000000000003,3.1157168412208556,55,88,65.125,0.8909090909090909,0.63,132
560,-2643.775000000002,200,0.40994444444444456,3.224702776670456,51,82,69.48780487804878,0.803921568627451,0.5966666666666667,133
561,-2870.0249999999987,200,0.40888888888888886,3.2815650367736815,51,82,70.76829268292683,0.9019607843137255,0.55,131
562,-2672.3999999999996,200,0.4078333333333334,3.359648364782333,58,89,62.37078651685393,0.8793103448275862,0.6766666666666666,133
563,-2703.4249999999965,200,0.4067777777777778,3.358766912817955,54,87,64.91954022988506,0.9074074074074074,0.615,125
564,-2732.4749999999995,200,0.4057222222222223,3.554726511836052,56,88,64.10227272727273,0.9107142857142857,0.6333333333333333,137
565,-2637.7499999999986,200,0.4046666666666666,3.348686937689781,54,86,65.51162790697674,0.9074074074074074,0.625,129
566,-2655.5749999999957,200,0.40361111111111114,3.3629693573713304,58,89,64.69662921348315,0.9137931034482759,0.6533333333333333,130
567,-2687.7500000000023,200,0.40255555555555556,3.3635378950834274,56,87,66.0919540229885,0.9107142857142857,0.57,135
568,-2836.4499999999975,200,0.4015000000000001,3.1945467305183413,52,85,66.56470588235294,0.8653846153846154,0.6466666666666666,137
569,-2619.6500000000005,200,0.4004444444444445,3.3393992590904236,55,85,67.2235294117647,0.8909090909090909,0.6683333333333333,132
570,-2607.5249999999987,200,0.3993888888888889,3.163184033036232,53,83,69.89156626506023,0.8490566037735849,0.5216666666666666,130
571,-2619.999999999999,200,0.39833333333333343,3.238045094013214,57,88,64.52272727272727,0.8771929824561403,0.66,123
572,-2505.3249999999994,200,0.39727777777777773,3.1533282685279844,47,78,72.62820512820512,0.9148936170212766,0.5833333333333334,140
573,-2725.8750000000014,200,0.39622222222222225,3.27385115981102,54,86,66.72093023255815,0.9259259259259259,0.5816666666666667,135
574,-2505.5000000000027,200,0.39516666666666667,3.399553674459457,57,88,64.32954545454545,0.8947368421052632,0.6333333333333333,133
575,-2591.250000000001,200,0.3941111111111112,3.433723373413086,58,90,63.46666666666667,0.9137931034482759,0.5983333333333334,123
576,-2725.125000000001,200,0.3930555555555556,3.8801439779996874,55,87,67.03448275862068,0.8909090909090909,0.5983333333333334,134
577,-2614.2000000000007,200,0.392,3.546694813966751,51,84,67.45238095238095,0.9019607843137255,0.6516666666666666,134
578,-2533.9999999999986,200,0.39094444444444454,3.4563651037216188,61,92,60.641304347826086,0.9180327868852459,0.6766666666666666,132
579,-2710.124999999999,200,0.38988888888888884,3.548559496998787,57,89,64.57303370786516,0.8771929824561403,0.63,128
580,-2603.1499999999996,200,0.38883333333333336,3.333473954796791,50,82,69.35365853658537,0.92,0.6616666666666666,134
581,-2683.749999999998,200,0.3877777777777778,3.2867643290758135,50,81,70.19753086419753,0.86,0.6183333333333333,142
582,-2848.0249999999987,200,0.3867222222222223,3.1853671622276307,52,82,70.20731707317073,0.8846153846153846,0.565,142
583,-2708.2750000000024,200,0.3856666666666667,3.1244067680835723,55,86,66.9186046511628,0.8727272727272727,0.5966666666666667,137
584,-2714.425,200,0.3846111111111111,3.4180564105510713,51,82,70.10975609756098,0.8627450980392157,0.62,126
585,-2642.050000000001,200,0.38355555555555565,3.4378898727893827,52,83,67.6144578313253,0.9230769230769231,0.62,140
586,-2643.375,200,0.38250000000000006,3.233718948960304,59,90,63.388888888888886,0.864406779661017,0.6183333333333333,133
587,-2961.150000000001,200,0.3814444444444445,3.3911830520629884,56,87,66.8735632183908,0.9107142857142857,0.5666666666666667,138
588,-2536.8499999999954,200,0.3803888888888889,3.465313085913658,57,88,64.94318181818181,0.8596491228070176,0.5916666666666667,133
589,-2646.9249999999993,200,0.3793333333333334,3.1512659960985183,58,91,64.18681318681318,0.9137931034482759,0.6633333333333333,125
590,-2737.624999999998,200,0.3782777777777777,3.357644410133362,57,87,65.04597701149426,0.9473684210526315,0.6516666666666666,133
591,-2727.5749999999975,200,0.37722222222222224,3.324982239603996,48,79,71.46835443037975,0.8541666666666666,0.5733333333333334,146
592,-2539.7250000000013,200,0.37616666666666676,3.345321081876755,57,89,63.39325842696629,0.9122807017543859,0.6183333333333333,130
593,-2818.7499999999986,200,0.3751111111111112,3.230532146692276,52,84,67.92857142857143,0.8653846153846154,0.595,132
594,-2717.425000000002,200,0.3740555555555556,3.180809810757637,50,82,69.3780487804878,0.86,0.6266666666666667,141
595,-2595.7750000000015,200,0.373,3.5164310324192045,62,94,61.04255319148936,0.9032258064516129,0.6766666666666666,121
596,-2664.2249999999995,200,0.3719444444444445,3.2384927040338516,53,84,68.70238095238095,0.8867924528301887,0.5633333333333334,137
597,-2903.2000000000025,200,0.3708888888888888,3.188184579014778,50,80,71.4125,0.86,0.62,134
598,-2588.800000000003,200,0.36983333333333335,3.4198445963859556,56,86,64.67441860465117,0.875,0.63,129
599,-2750.9499999999985,200,0.36877777777777787,3.018781147003174,52,83,69.62650602409639,0.9230769230769231,0.6266666666666667,139
600,-2704.124999999999,200,0.3677222222222223,3.5057732313871384,56,88,64.92045454545455,0.875,0.6,130
601,-2812.250000000001,200,0.3666666666666667,3.94181236743927,49,80,70.625,0.8571428571428571,0.5966666666666667,139
602,-2825.1750000000047,200,0.3656111111111111,3.264498051404953,50,82,71.2560975609756,0.92,0.57,134
603,-2641.5750000000003,200,0.36455555555555563,3.3704065924882887,55,87,65.33333333333333,0.8727272727272727,0.6816666666666666,138
604,-2711.825,200,0.36350000000000005,3.557910466790199,55,85,65.56470588235294,0.9272727272727272,0.63,131
605,-2566.674999999997,200,0.36244444444444446,3.236664590239525,58,89,63.98876404494382,0.896551724137931,0.6666666666666666,135
606,-2699.175,200,0.36138888888888887,3.321687958240509,55,87,65.6896551724138,0.8545454545454545,0.575,125
607,-2688.0000000000014,200,0.3603333333333334,3.4002151054143908,53,84,68.69047619047619,0.8867924528301887,0.5833333333333334,130
608,-2710.825,200,0.3592777777777778,3.136667732000351,57,87,64.5632183908046,0.8771929824561403,0.59,137
609,-2645.375000000002,200,0.3582222222222222,3.3188440150022505,59,91,63.05494505494506,0.9152542372881356,0.6683333333333333,119
610,-2722.6249999999995,200,0.35716666666666674,3.231265528798103,55,85,67.48235294117647,0.8909090909090909,0.5883333333333334,130
611,-2716.450000000002,200,0.35611111111111116,3.3795882874727248,52,82,69.36585365853658,0.9038461538461539,0.6116666666666667,138
612,-2890.450000000002,200,0.35505555555555557,3.352906886935234,46,76,76.1842105263158,0.8913043478260869,0.565,142
613,-2577.425000000004,200,0.354,3.4928955417871475,54,85,66.18823529411765,0.8703703703703703,0.5816666666666667,128
614,-2719.975000000002,200,0.3529444444444445,3.2787617695331575,54,85,67.2235294117647,0.9074074074074074,0.6033333333333334,135
615,-2806.3500000000054,200,0.3518888888888889,3.499922311902046,49,81,68.19753086419753,0.8571428571428571,0.5166666666666667,140
616,-2739.099999999999,200,0.35083333333333333,3.4935296601057053,58,90,63.833333333333336,0.896551724137931,0.6166666666666667,131
617,-2536.950000000001,200,0.34977777777777785,3.3933457732200623,58,89,65.21348314606742,0.896551724137931,0.5916666666666667,131
618,-2662.0499999999993,200,0.34872222222222227,3.409223152399063,58,89,64.07865168539325,0.9482758620689655,0.5766666666666667,125
